,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeOutcomeYear,AgeOutcomeMonth,AgeOutcomeWeek
25080,2015-12-13 12:10:00,0,1,3,2920,450,5,8,97,417
25081,2014-05-01 16:24:00,4,0,3,1460,640,139,4,48,208
25082,2014-07-06 18:23:00,0,1,3,730,455,274,2,24,104
25083,2014-09-27 17:06:00,4,0,1,60,637,216,0,2,8
25084,2015-06-21 18:59:00,3,1,2,365,1066,307,1,12,52
25085,2013-11-29 14:32:00,0,0,3,150,640,5,0,5,21
25086,2014-11-03 11:15:00,3,1,3,1825,1066,330,5,60,260
25087,2013-11-02 17:52:00,0,1,2,300,122,307,0,10,42
25088,2014-08-06 09:00:00,4,0,1,365,640,104,1,12,52
25089,2014-12-18 13:31:00,4,0,3,730,632,291,2,24,104
25090,2014-07-26 17:35:00,0,1,2,730,450,25,2,24,104
25091,2015-12-06 08:54:00,0,0,3,60,640,41,0,2,8
25092,2014-08-11 11:44:00,4,1,2,3650,1236,38,10,121,521
25093,2015-10-01 14:19:00,4,0,4,1,640,320,0,0,0
25094,2015-09-17 19:42:00,3,1,2,210,1262,99,0,7,30
25095,2015-06-22 14:33:00,0,1,2,730,856,165,2,24,104
25096,2013-11-23 11:03:00,4,1,2,120,559,226,0,4,17
25097,2014-11-01 17:00:00,0,1,3,730,847,131,2,24,104
25098,2015-08-28 12:49:00,0,0,2,120,640,38,0,4,17
25099,2015-12-03 16:13:00,4,1,4,7,847,318,0,0,1
25100,2015-02-22 16:03:00,2,1,1,5840,547,226,16,194,834
25101,2015-09-06 16:39:00,0,0,1,60,640,220,0,2,8
25102,2014-02-09 16:25:00,0,1,3,1825,1185,250,5,60,260
25103,2015-09-22 17:50:00,0,1,2,1095,980,194,3,36,156
25104,2013-12-26 13:05:00,0,0,2,180,640,104,0,6,25
25105,2015-08-21 15:49:00,0,0,0,60,640,111,0,2,8
25106,2014-02-11 17:58:00,3,1,2,1095,980,194,3,36,156
25107,2015-08-24 18:58:00,4,0,1,21,640,320,0,0,3
25108,2015-06-26 16:42:00,0,1,3,730,450,329,2,24,104
25109,2015-05-12 15:05:00,4,0,4,1,640,318,0,0,0
25110,2014-06-07 17:09:00,0,1,2,90,450,130,0,3,12
25111,2014-02-26 15:06:00,4,0,1,365,640,5,1,12,52
25112,2014-01-30 14:03:00,0,1,2,730,459,307,2,24,104
25113,2015-01-12 16:22:00,3,1,1,1095,1066,38,3,36,156
25114,2015-08-03 11:33:00,4,1,0,90,696,36,0,3,12
25115,2013-12-05 15:39:00,0,0,3,365,640,68,1,12,52
25116,2015-08-02 15:59:00,2,1,1,730,504,329,2,24,104
25117,2015-04-01 18:03:00,2,1,3,4380,249,5,12,146,625
25118,2014-06-22 11:19:00,0,0,2,60,640,5,0,2,8
25119,2014-01-19 14:00:00,0,1,2,365,128,130,1,12,52
25120,2015-05-03 15:28:00,0,0,3,1825,637,139,5,60,260
25121,2015-05-15 13:12:00,2,0,2,4380,640,332,12,146,625
25122,2014-11-30 17:20:00,0,0,2,90,640,5,0,3,12
25123,2013-11-17 14:05:00,4,1,3,365,249,320,1,12,52
25124,2015-12-15 12:24:00,0,0,2,60,637,220,0,2,8
25125,2014-12-09 14:37:00,2,0,2,365,640,86,1,12,52
25126,2014-07-28 18:45:00,4,0,0,14,640,296,0,0,2
25127,2014-06-09 11:22:00,3,1,3,1460,720,187,4,48,208
25128,2015-10-23 18:02:00,4,1,0,90,1255,37,0,3,12
25129,2014-07-26 11:43:00,4,0,0,365,640,5,1,12,52
25130,2014-01-03 17:19:00,4,0,0,365,640,291,1,12,52
25131,2015-09-18 13:20:00,4,0,3,120,640,296,0,4,17
25132,2014-10-12 11:28:00,3,1,3,4015,811,318,11,133,573
25133,2015-05-25 14:40:00,4,1,3,60,60,274,0,2,8
25134,2013-11-28 16:02:00,3,1,2,1825,1240,329,5,60,260
25135,2015-05-25 19:19:00,0,1,2,365,249,37,1,12,52
25136,2015-06-17 09:00:00,4,0,1,365,637,224,1,12,52
25137,2015-07-16 16:57:00,0,0,2,60,640,104,0,2,8
25138,2014-09-13 13:56:00,2,0,1,365,640,224,1,12,52
25139,2015-05-24 19:09:00,0,1,2,365,365,289,1,12,52
25140,2013-11-09 11:11:00,4,1,3,1460,617,248,4,48,208
25141,2013-12-15 14:03:00,3,1,2,730,1284,276,2,24,104
25142,2015-11-12 18:35:00,3,1,0,30,450,38,0,1,4
25143,2015-05-23 16:14:00,4,1,0,365,1066,324,1,12,52
25144,2015-06-02 18:08:00,0,0,3,180,640,296,0,6,25
25145,2013-10-04 15:14:00,0,1,3,2190,549,88,6,73,312
25146,2014-06-28 19:04:00,4,0,0,365,640,296,1,12,52
25147,2014-11-23 12:15:00,1,0,0,14,640,220,0,0,2
25148,2014-10-12 17:04:00,2,1,1,3650,1066,289,10,121,521
25149,2015-07-17 15:15:00,0,1,2,1095,450,88,3,36,156
25150,2014-08-18 14:48:00,0,0,3,60,1251,260,0,2,8
25151,2015-01-29 13:03:00,3,1,3,2920,1095,320,8,97,417
25152,2014-06-15 17:41:00,4,0,2,60,632,38,0,2,8
25153,2015-07-22 19:00:00,0,0,3,60,640,5,0,2,8
25154,2014-11-02 16:45:00,0,1,2,365,938,25,1,12,52
25155,2015-07-02 17:31:00,0,0,2,60,640,104,0,2,8
25156,2014-07-20 17:45:00,0,1,2,2555,1066,330,7,85,365
25157,2014-08-20 17:10:00,4,0,0,28,640,38,0,0,4
25158,2013-12-28 13:46:00,0,1,3,3285,74,69,9,109,469
25159,2014-05-09 15:28:00,4,0,1,21,1251,205,0,0,3
25160,2014-03-21 18:27:00,0,1,2,210,1066,86,0,7,30
25161,2013-12-31 16:02:00,4,1,2,1825,878,226,5,60,260
25162,2015-05-31 18:59:00,3,1,3,1095,55,185,3,36,156
25163,2015-06-23 14:15:00,4,0,4,14,640,38,0,0,2
25164,2013-12-13 11:49:00,4,1,2,730,450,320,2,24,104
25165,2014-09-22 18:23:00,0,0,3,60,637,38,0,2,8
25166,2014-12-17 15:10:00,3,1,3,1825,1146,89,5,60,260
25167,2014-09-19 14:35:00,4,0,0,30,1251,211,0,1,4
25168,2015-06-23 18:15:00,0,1,3,730,696,276,2,24,104
25169,2014-11-25 18:35:00,4,0,4,365,632,5,1,12,52
25170,2014-01-05 15:12:00,4,1,4,2,1066,86,0,0,0
25171,2014-08-09 12:27:00,3,1,3,1460,167,307,4,48,208
25172,2015-05-27 18:59:00,4,0,4,30,640,104,0,1,4
25173,2014-11-07 17:22:00,0,1,3,120,463,25,0,4,17
25174,2014-07-06 17:59:00,0,0,1,60,640,332,0,2,8
25175,2015-10-28 00:00:00,4,1,2,365,1170,320,1,12,52
25176,2015-07-10 15:02:00,0,1,3,90,930,318,0,3,12
25177,2015-01-01 11:28:00,3,1,2,4745,847,38,13,158,677
25178,2013-11-15 18:02:00,4,0,0,90,640,296,0,3,12
25179,2014-09-25 16:21:00,4,1,0,90,847,358,0,3,12
25180,2015-11-21 15:17:00,0,1,2,365,1066,38,1,12,52
25181,2014-09-14 17:21:00,0,0,2,60,640,86,0,2,8
25182,2013-12-19 17:23:00,0,0,2,1460,640,318,4,48,208
25183,2014-07-12 20:01:00,0,0,2,90,640,11,0,3,12
25184,2015-01-07 14:49:00,0,1,2,3650,450,38,10,121,521
25185,2015-03-17 18:34:00,3,1,2,730,329,89,2,24,104
25186,2015-05-15 18:36:00,2,0,2,1095,640,86,3,36,156
25187,2015-07-09 14:43:00,4,1,2,730,527,5,2,24,104
25188,2013-11-03 16:28:00,0,0,3,1095,640,68,3,36,156
25189,2014-10-28 13:26:00,3,1,2,1095,924,318,3,36,156
25190,2014-05-16 17:15:00,4,0,3,365,640,104,1,12,52
25191,2013-11-24 15:47:00,0,0,3,1825,640,104,5,60,260
25192,2014-07-10 17:03:00,3,1,3,1095,503,88,3,36,156
25193,2015-04-22 18:22:00,0,1,3,60,847,38,0,2,8
25194,2016-01-08 17:16:00,3,1,3,365,307,321,1,12,52
25195,2015-03-29 15:26:00,4,0,0,14,640,5,0,0,2
25196,2015-01-05 15:20:00,0,1,2,300,214,114,0,10,42
25197,2014-05-22 11:12:00,4,1,0,30,1066,38,0,1,4
25198,2014-07-15 18:17:00,2,0,2,3650,637,318,10,121,521
25199,2015-07-22 16:25:00,2,0,0,150,640,220,0,5,21
25200,2014-02-21 17:22:00,3,1,3,365,1066,115,1,12,52
25201,2015-10-06 15:06:00,4,0,1,30,640,63,0,1,4
25202,2014-12-29 15:13:00,0,0,3,120,640,296,0,4,17
25203,2014-07-23 16:27:00,4,1,3,730,847,289,2,24,104
25204,2015-08-13 15:13:00,4,0,1,30,640,5,0,1,4
25205,2015-06-27 17:25:00,0,1,3,30,450,307,0,1,4
25206,2014-04-20 16:59:00,3,1,3,1095,655,88,3,36,156
25207,2013-10-09 18:24:00,3,1,3,3285,517,160,9,109,469
25208,2015-09-27 13:17:00,0,0,2,30,640,347,0,1,4
25209,2015-08-22 15:43:00,4,0,4,7,640,216,0,0,1
25210,2015-01-06 11:38:00,3,1,2,60,696,36,0,2,8
25211,2016-01-23 18:16:00,0,0,3,180,640,291,0,6,25
25212,2015-09-12 13:11:00,3,0,4,120,640,104,0,4,17
25213,2014-08-16 16:49:00,0,0,2,300,1251,260,0,10,42
25214,2015-04-02 00:00:00,4,1,0,28,1235,5,0,0,4
25215,2014-01-05 16:00:00,0,1,3,1460,463,38,4,48,208
25216,2015-06-20 15:17:00,4,0,1,60,640,104,0,2,8
25217,2015-01-19 15:38:00,4,0,3,365,640,324,1,12,52
25218,2015-10-12 14:07:00,3,1,3,1095,199,252,3,36,156
25219,2015-02-27 14:17:00,0,0,2,180,640,86,0,6,25
25220,2015-04-28 12:59:00,4,0,3,300,637,296,0,10,42
25221,2014-05-21 17:44:00,4,0,1,14,640,111,0,0,2
25222,2015-11-21 17:38:00,3,1,3,1460,1066,86,4,48,208
25223,2013-11-03 18:49:00,0,0,2,90,640,41,0,3,12
25224,2015-09-05 17:05:00,4,0,4,28,640,38,0,0,4
25225,2013-10-02 13:49:00,3,0,3,2920,640,296,8,97,417
25226,2015-02-04 18:03:00,0,1,3,1095,450,274,3,36,156
25227,2013-12-28 16:22:00,4,0,4,730,640,5,2,24,104
25228,2013-11-22 11:51:00,4,0,1,30,637,86,0,1,4
25229,2014-04-13 12:01:00,4,0,1,21,640,104,0,0,3
25230,2013-10-01 13:16:00,2,1,2,3650,1203,36,10,121,521
25231,2014-02-10 18:51:00,3,1,3,300,696,36,0,10,42
25232,2014-06-29 17:14:00,0,0,2,60,640,5,0,2,8
25233,2013-11-13 16:51:00,0,1,3,1095,696,252,3,36,156
25234,2015-03-19 09:00:00,4,0,3,3285,640,111,9,109,469
25235,2015-01-15 14:32:00,4,1,2,3285,924,318,9,109,469
25236,2015-05-23 19:15:00,0,1,2,730,1365,114,2,24,104
25237,2015-12-14 18:00:00,3,1,2,1460,1066,98,4,48,208
25238,2015-07-18 17:35:00,0,0,2,60,640,104,0,2,8
25239,2015-03-15 18:47:00,0,0,3,60,640,111,0,2,8
25240,2014-12-15 12:10:00,2,0,1,730,637,111,2,24,104
25241,2015-09-07 17:53:00,0,0,3,365,640,104,1,12,52
25242,2013-10-31 11:06:00,3,1,2,730,1170,307,2,24,104
25243,2015-11-23 17:45:00,0,1,2,730,1066,38,2,24,104
25244,2014-08-22 16:50:00,0,1,2,5475,450,276,15,182,782
25245,2015-11-13 17:18:00,3,1,2,365,847,346,1,12,52
25246,2014-01-06 15:27:00,2,1,1,730,450,274,2,24,104
25247,2015-07-10 19:03:00,0,1,3,730,847,130,2,24,104
25248,2014-07-30 17:43:00,4,1,0,120,125,329,0,4,17
25249,2013-12-24 12:48:00,4,0,0,90,640,5,0,3,12
25250,2013-11-20 18:42:00,0,1,2,60,268,38,0,2,8
25251,2014-01-17 17:23:00,0,1,2,1460,764,318,4,48,208
25252,2015-11-07 16:49:00,4,1,1,150,767,317,0,5,21
25253,2013-11-07 19:06:00,0,1,3,365,962,318,1,12,52
25254,2013-11-09 10:43:00,4,1,2,365,559,26,1,12,52
25255,2014-02-23 15:19:00,0,1,3,60,469,274,0,2,8
25256,2014-04-22 12:10:00,4,0,1,28,945,108,0,0,4
25257,2013-11-02 15:40:00,4,1,1,730,450,289,2,24,104
25258,2015-02-19 11:23:00,0,1,2,1460,733,206,4,48,208
25259,2015-05-17 18:44:00,3,1,2,365,1066,185,1,12,52
25260,2015-04-26 15:56:00,3,1,2,1825,73,48,5,60,260
25261,2014-10-10 18:35:00,0,1,3,1095,727,130,3,36,156
25262,2015-07-03 09:00:00,4,0,1,120,640,63,0,4,17
25263,2015-08-25 08:12:00,0,0,3,90,640,168,0,3,12
25264,2014-08-07 10:47:00,2,0,4,2920,640,216,8,97,417
25265,2014-11-14 09:12:00,4,0,0,28,640,296,0,0,4
25266,2014-08-06 17:35:00,3,1,2,365,679,239,1,12,52
25267,2015-06-26 17:13:00,4,0,1,14,640,38,0,0,2
25268,2015-05-02 21:39:00,0,1,2,30,847,274,0,1,4
25269,2014-08-17 11:41:00,0,1,1,90,847,166,0,3,12
25270,2014-04-23 11:17:00,4,0,0,4,640,104,0,0,0
25271,2015-08-08 17:34:00,0,0,3,1825,640,139,5,60,260
25272,2015-02-12 08:58:00,2,1,3,730,1066,289,2,24,104
25273,2015-10-21 17:23:00,3,0,2,730,640,216,2,24,104
25274,2015-02-16 18:30:00,3,1,2,365,730,320,1,12,52
25275,2014-01-26 16:25:00,0,0,2,1095,640,38,3,36,156
25276,2015-05-02 18:20:00,0,1,3,120,1317,250,0,4,17
25277,2014-05-03 12:17:00,4,0,0,365,640,104,1,12,52
25278,2013-11-25 13:35:00,0,1,3,365,727,252,1,12,52
25279,2015-11-04 17:19:00,3,1,2,365,438,130,1,12,52
25280,2014-10-09 17:58:00,0,1,2,1095,450,5,3,36,156
25281,2014-09-09 17:22:00,4,0,1,7,640,5,0,0,1
25282,2013-11-12 18:28:00,0,0,2,60,640,346,0,2,8
25283,2015-03-03 18:35:00,3,1,2,365,1255,318,1,12,52
25284,2014-11-12 15:16:00,3,1,3,1460,55,130,4,48,208
25285,2015-08-02 18:32:00,0,1,3,365,890,38,1,12,52
25286,2015-12-13 12:04:00,0,1,3,60,950,38,0,2,8
25287,2015-03-29 16:13:00,0,1,3,365,1005,25,1,12,52
25288,2014-09-28 18:04:00,0,1,2,1095,167,289,3,36,156
25289,2015-11-24 19:38:00,4,0,1,90,640,38,0,3,12
25290,2015-04-14 10:45:00,4,0,4,1,640,68,0,0,0
25291,2015-02-28 17:46:00,0,1,2,90,450,274,0,3,12
25292,2014-06-27 07:59:00,1,1,1,6,450,114,0,0,0
25293,2015-05-17 15:06:00,4,0,0,21,1250,260,0,0,3
25294,2014-06-25 17:24:00,0,0,3,60,640,295,0,2,8
25295,2014-05-16 16:50:00,0,1,3,365,193,130,1,12,52
25296,2013-12-30 12:06:00,4,1,2,365,1066,330,1,12,52
25297,2014-03-02 16:13:00,2,1,2,1095,1065,88,3,36,156
25298,2015-06-28 13:14:00,4,0,0,30,945,104,0,1,4
25299,2014-07-12 11:09:00,3,0,3,365,637,139,1,12,52
25300,2015-02-06 18:44:00,3,1,1,365,1197,36,1,12,52
25301,2015-01-20 18:53:00,0,0,2,90,640,5,0,3,12
25302,2015-01-18 11:47:00,0,1,2,1460,326,130,4,48,208
25303,2015-04-25 18:49:00,0,1,3,365,463,274,1,12,52
25304,2014-07-20 15:38:00,4,0,4,7,640,5,0,0,1
25305,2015-06-24 19:08:00,0,1,2,120,847,38,0,4,17
25306,2016-02-15 12:25:00,2,1,0,30,811,130,0,1,4
25307,2016-01-04 17:11:00,0,1,2,1825,846,150,5,60,260
25308,2016-02-11 19:06:00,0,1,3,1460,438,248,4,48,208
25309,2014-07-10 17:16:00,0,1,2,300,459,289,0,10,42
25310,2015-07-20 12:28:00,4,1,2,3285,241,86,9,109,469
25311,2015-03-13 12:20:00,0,1,2,1460,512,25,4,48,208
25312,2013-11-16 17:38:00,0,0,3,60,640,11,0,2,8
25313,2015-06-28 13:30:00,3,1,2,1825,846,163,5,60,260
25314,2014-02-02 17:53:00,0,1,2,60,214,276,0,2,8
25315,2014-09-19 12:51:00,4,1,2,240,547,226,0,8,34
25316,2015-05-09 11:58:00,4,0,4,28,639,5,0,0,4
25317,2013-10-13 15:58:00,2,0,3,60,640,291,0,2,8
25318,2014-10-14 13:59:00,0,0,3,120,640,320,0,4,17
25319,2014-10-18 18:43:00,0,0,3,3650,640,38,10,121,521
25320,2014-07-18 14:26:00,4,1,1,90,74,130,0,3,12
25321,2015-06-17 17:29:00,0,1,2,60,847,38,0,2,8
25322,2014-07-10 14:51:00,3,1,3,1460,755,48,4,48,208
25323,2014-08-11 18:05:00,0,1,3,60,696,130,0,2,8
25324,2015-08-18 17:36:00,0,0,3,60,640,104,0,2,8
25325,2014-09-27 09:00:00,4,0,4,365,640,104,1,12,52
25326,2014-05-17 09:54:00,0,0,2,60,640,38,0,2,8
25327,2015-03-10 16:39:00,0,1,2,60,1186,250,0,2,8
25328,2015-08-31 17:32:00,0,0,2,60,640,104,0,2,8
25329,2014-03-08 13:34:00,0,1,2,1095,862,38,3,36,156
25330,2014-09-05 15:16:00,4,0,4,3,640,111,0,0,0
25331,2014-02-26 16:48:00,4,0,2,365,640,38,1,12,52
25332,2015-11-24 19:32:00,4,0,1,180,640,220,0,6,25
25333,2014-02-23 16:17:00,2,1,0,60,890,274,0,2,8
25334,2016-01-16 18:10:00,0,1,3,730,1066,98,2,24,104
25335,2015-01-14 18:39:00,0,1,3,60,720,114,0,2,8
25336,2015-05-24 18:57:00,0,1,3,60,384,239,0,2,8
25337,2014-10-29 16:10:00,3,1,0,1095,1255,250,3,36,156
25338,2013-10-27 15:09:00,4,0,0,21,640,139,0,0,3
25339,2015-05-06 09:00:00,4,0,4,365,640,5,1,12,52
25340,2015-12-23 16:41:00,0,0,3,90,640,111,0,3,12
25341,2015-09-17 19:03:00,0,1,3,730,450,274,2,24,104
25342,2014-09-13 17:18:00,4,0,4,7,640,5,0,0,1
25343,2015-11-06 17:41:00,0,1,2,365,1066,89,1,12,52
25344,2015-12-21 16:27:00,0,1,2,730,737,226,2,24,104
25345,2014-10-10 17:50:00,0,0,2,60,640,104,0,2,8
25346,2014-04-07 18:14:00,3,1,2,3650,156,353,10,121,521
25347,2014-06-26 11:16:00,3,1,3,730,847,358,2,24,104
25348,2015-03-23 17:39:00,0,1,3,300,446,5,0,10,42
25349,2015-10-07 14:23:00,4,0,3,2190,1251,297,6,73,312
25350,2014-04-04 11:22:00,3,1,3,730,332,88,2,24,104
25351,2014-10-12 15:25:00,0,1,3,180,357,307,0,6,25
25352,2015-09-08 14:10:00,4,1,2,730,1066,86,2,24,104
25353,2015-08-16 12:05:00,0,0,3,60,640,104,0,2,8
25354,2015-02-27 18:21:00,0,1,0,3650,1196,25,10,121,521
25355,2015-09-07 14:09:00,3,1,2,3650,450,274,10,121,521
25356,2013-11-24 14:09:00,0,0,2,180,640,267,0,6,25
25357,2015-04-14 14:34:00,4,0,1,14,640,5,0,0,2
25358,2014-04-21 13:29:00,0,1,3,730,559,88,2,24,104
25359,2015-06-19 19:03:00,4,0,4,7,640,38,0,0,1
25360,2014-06-15 14:34:00,0,1,2,365,793,194,1,12,52
25361,2015-10-13 13:50:00,4,1,3,365,167,130,1,12,52
25362,2014-02-26 17:54:00,0,1,3,365,584,274,1,12,52
25363,2014-03-19 15:17:00,2,1,3,3285,307,250,9,109,469
25364,2015-11-10 16:25:00,0,1,0,4745,449,131,13,158,677
25365,2015-03-20 13:07:00,3,1,2,365,658,307,1,12,52
25366,2015-05-24 11:19:00,0,1,3,730,80,329,2,24,104
25367,2013-11-29 12:23:00,2,1,1,365,156,307,1,12,52
25368,2015-01-06 16:25:00,0,0,3,730,640,296,2,24,104
25369,2014-07-27 13:08:00,4,0,1,21,640,38,0,0,3
25370,2015-05-17 14:55:00,4,0,4,14,640,216,0,0,2
25371,2014-07-27 16:55:00,0,0,3,90,640,38,0,3,12
25372,2015-02-14 16:36:00,0,0,2,120,639,324,0,4,17
25373,2015-08-13 16:07:00,4,1,2,365,463,274,1,12,52
25374,2014-06-18 18:15:00,2,1,3,1095,1066,362,3,36,156
25375,2013-12-22 15:18:00,3,1,2,1095,847,250,3,36,156
25376,2015-05-08 14:54:00,0,1,2,30,865,338,0,1,4
25377,2015-07-02 18:00:00,0,1,2,730,450,114,2,24,104
25378,2014-06-17 09:00:00,4,0,3,730,635,41,2,24,104
25379,2014-12-23 17:23:00,0,1,2,60,890,5,0,2,8
25380,2014-05-11 18:30:00,4,1,2,365,438,166,1,12,52
25381,2014-01-29 15:32:00,4,0,4,365,632,332,1,12,52
25382,2015-04-25 17:17:00,4,1,3,1095,450,250,3,36,156
25383,2014-02-18 19:19:00,0,1,3,180,847,150,0,6,25
25384,2015-03-03 14:43:00,4,0,3,365,640,216,1,12,52
25385,2015-11-21 14:18:00,0,1,0,270,585,307,0,9,38
25386,2015-05-25 15:41:00,2,0,2,3285,637,5,9,109,469
25387,2015-11-14 11:18:00,0,1,3,180,1065,318,0,6,25
25388,2015-12-08 15:15:00,0,0,3,210,640,296,0,7,30
25389,2014-09-26 12:09:00,3,1,1,730,696,36,2,24,104
25390,2015-09-13 12:47:00,3,1,3,5475,696,114,15,182,782
25391,2013-12-24 16:59:00,0,1,3,365,343,204,1,12,52
25392,2014-12-19 11:46:00,4,1,2,730,1236,329,2,24,104
25393,2015-04-02 09:00:00,4,0,0,240,640,38,0,8,34
25394,2015-06-30 16:46:00,0,1,3,180,307,88,0,6,25
25395,2014-03-03 15:52:00,4,1,2,150,111,130,0,5,21
25396,2015-04-18 18:49:00,0,1,2,60,214,130,0,2,8
25397,2016-02-12 12:25:00,0,1,2,730,896,5,2,24,104
25398,2014-06-14 13:47:00,0,0,3,210,637,41,0,7,30
25399,2013-10-09 17:45:00,3,1,2,365,847,38,1,12,52
25400,2015-04-30 14:06:00,0,1,2,730,1105,5,2,24,104
25401,2013-11-13 10:06:00,0,0,2,120,640,111,0,4,17
25402,2016-01-17 12:24:00,4,1,2,730,585,307,2,24,104
25403,2014-12-14 09:00:00,4,0,0,150,640,63,0,5,21
25404,2015-11-07 13:41:00,3,1,1,3650,450,130,10,121,521
25405,2015-10-08 13:56:00,4,0,1,28,640,5,0,0,4
25406,2014-10-11 14:35:00,0,1,3,730,847,38,2,24,104
25407,2014-03-28 14:55:00,3,0,3,365,637,38,1,12,52
25408,2014-01-12 17:21:00,2,0,1,90,632,63,0,3,12
25409,2014-03-05 18:25:00,3,1,1,150,764,353,0,5,21
25410,2014-01-19 15:07:00,4,1,1,365,392,166,1,12,52
25411,2014-02-22 15:29:00,3,1,2,2190,1319,131,6,73,312
25412,2013-11-16 14:34:00,3,1,3,730,55,329,2,24,104
25413,2014-11-06 09:00:00,4,0,0,180,640,296,0,6,25
25414,2014-06-22 17:06:00,4,1,2,60,139,259,0,2,8
25415,2013-10-15 13:30:00,4,1,0,7,74,307,0,0,1
25416,2013-11-29 16:35:00,0,0,3,240,640,296,0,8,34
25417,2014-10-30 10:37:00,4,0,4,21,640,5,0,0,3
25418,2015-09-07 17:14:00,0,1,3,60,220,289,0,2,8
25419,2015-01-29 11:14:00,0,1,2,365,450,38,1,12,52
25420,2015-08-04 18:52:00,0,0,3,90,640,220,0,3,12
25421,2014-09-27 17:08:00,0,0,2,60,640,327,0,2,8
25422,2015-11-01 12:14:00,4,1,0,730,1235,321,2,24,104
25423,2014-09-08 17:06:00,3,1,2,365,307,185,1,12,52
25424,2015-06-20 07:57:00,0,0,2,90,637,104,0,3,12
25425,2014-03-30 17:51:00,0,1,2,60,458,88,0,2,8
25426,2014-06-19 16:31:00,4,0,1,28,640,5,0,0,4
25427,2014-08-20 09:24:00,1,0,2,60,640,220,0,2,8
25428,2014-02-14 10:58:00,2,1,2,2190,1340,344,6,73,312
25429,2014-10-14 09:00:00,4,0,0,120,640,86,0,4,17
25430,2014-08-12 13:38:00,4,0,2,730,640,38,2,24,104
25431,2015-11-06 16:34:00,4,1,3,2190,847,150,6,73,312
25432,2015-02-10 13:17:00,2,0,2,3650,632,167,10,121,521
25433,2015-08-08 17:50:00,0,1,3,120,956,25,0,4,17
25434,2015-02-21 18:14:00,0,1,3,150,459,130,0,5,21
25435,2016-01-17 13:17:00,0,1,3,365,74,98,1,12,52
25436,2015-03-13 16:06:00,4,1,1,6,1170,318,0,0,0
25437,2014-12-28 14:06:00,4,0,2,2190,640,320,6,73,312
25438,2015-10-27 09:00:00,4,0,1,730,637,318,2,24,104
25439,2015-05-14 19:06:00,0,0,2,60,637,167,0,2,8
25440,2016-02-21 12:08:00,0,1,3,730,504,5,2,24,104
25441,2015-01-24 11:39:00,4,0,3,60,640,38,0,2,8
25442,2014-07-06 11:47:00,0,0,0,60,640,111,0,2,8
25443,2014-01-28 13:17:00,3,1,2,4015,696,274,11,133,573
25444,2014-02-13 15:07:00,4,1,3,1095,847,5,3,36,156
25445,2014-01-05 15:12:00,4,1,4,2,1066,86,0,0,0
25446,2014-01-12 17:34:00,3,1,3,730,450,130,2,24,104
25447,2013-12-02 17:45:00,3,1,2,730,298,98,2,24,104
25448,2014-10-18 12:20:00,0,1,3,365,82,349,1,12,52
25449,2014-04-02 17:57:00,4,0,1,7,640,38,0,0,1
25450,2015-08-08 12:15:00,0,0,3,150,640,104,0,5,21
25451,2014-07-08 15:25:00,4,0,0,60,640,216,0,2,8
25452,2013-11-19 14:32:00,3,1,3,1095,280,353,3,36,156
25453,2014-07-29 16:50:00,0,1,3,210,505,307,0,7,30
25454,2013-12-28 15:43:00,0,1,2,365,847,88,1,12,52
25455,2014-11-18 18:04:00,0,1,3,730,696,307,2,24,104
25456,2014-09-24 14:55:00,3,1,2,5110,549,226,14,170,730
25457,2015-11-12 17:31:00,0,1,3,1460,1134,353,4,48,208
25458,2015-07-01 17:13:00,0,1,3,365,125,48,1,12,52
25459,2014-06-19 08:59:00,0,0,3,60,640,296,0,2,8
25460,2015-08-21 16:59:00,4,0,1,21,637,220,0,0,3
25461,2014-06-01 11:18:00,3,1,1,1825,617,36,5,60,260
25462,2014-09-21 18:42:00,3,1,3,2920,180,114,8,97,417
25463,2014-07-27 18:48:00,0,0,3,1460,640,139,4,48,208
25464,2015-08-28 16:29:00,3,1,3,1825,1027,349,5,60,260
25465,2016-01-11 18:50:00,4,0,2,90,640,5,0,3,12
25466,2015-10-29 09:00:00,4,0,1,730,632,63,2,24,104
25467,2016-01-12 15:47:00,3,1,2,4380,74,38,12,146,625
25468,2014-03-16 17:27:00,0,0,2,180,640,216,0,6,25
25469,2014-05-13 13:03:00,4,0,4,21,640,38,0,0,3
25470,2015-05-31 14:44:00,4,0,4,28,640,41,0,0,4
25471,2015-05-04 12:12:00,0,1,3,1095,1066,318,3,36,156
25472,2015-05-23 14:38:00,0,0,3,60,640,111,0,2,8
25473,2014-05-08 11:23:00,4,0,0,30,640,296,0,1,4
25474,2015-04-04 14:11:00,4,1,2,240,70,114,0,8,34
25475,2015-08-17 09:00:00,4,0,4,120,640,68,0,4,17
25476,2014-12-07 17:11:00,0,1,2,30,868,338,0,1,4
25477,2013-10-08 19:01:00,0,1,2,60,450,274,0,2,8
25478,2014-10-23 12:04:00,4,1,3,730,847,329,2,24,104
25479,2016-01-09 12:35:00,3,1,3,365,649,130,1,12,52
25480,2013-10-17 18:08:00,3,1,2,730,1066,38,2,24,104
25481,2013-10-12 11:12:00,4,0,1,300,640,318,0,10,42
25482,2015-02-23 17:55:00,0,1,3,1095,74,230,3,36,156
25483,2015-10-27 15:12:00,3,1,2,6205,962,5,17,206,886
